scope,method_code,method_name,asin,status,status_reason,sample_count,mad,poa,mae,wape,bias
day_pbf_3,M11,Exponential Smoothing,B0CWL5CY6S,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0CWLBNHQJ,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0CYSWN5DJ,success,,3,1.666667,175.0,1.666667,1.25,0.75
day_pbf_3,M11,Exponential Smoothing,B0CYSZBGQZ,success,,3,0.666667,200.0,0.666667,1.0,1.0
day_pbf_3,M11,Exponential Smoothing,B0CZ6X8KKY,success,,3,0.5,216.6666,0.5,1.5,1.166666
day_pbf_3,M11,Exponential Smoothing,B0D1K7KT6S,success,,3,2.222222,766.6667,2.222222,6.666667,6.666667
day_pbf_3,M11,Exponential Smoothing,B0D1TMJ778,success,,3,2.222222,95.2381,2.222222,0.952381,-0.047619
day_pbf_3,M11,Exponential Smoothing,B0D1TQ9SX3,success,,3,1.277778,163.33334,1.277778,0.766667,0.633333
day_pbf_3,M11,Exponential Smoothing,B0D1TST78J,success,,3,0.888889,155.555567,0.888889,0.888889,0.555556
day_pbf_3,M11,Exponential Smoothing,B0D1TVCZ1B,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0D41179DF,success,,3,0.444445,166.6667,0.444445,0.666667,0.666667
day_pbf_3,M11,Exponential Smoothing,B0D6YW956F,success,,3,2.388889,219.44445,2.388889,1.194445,1.194445
day_pbf_3,M11,Exponential Smoothing,B0D6Z39PJ9,success,,3,2.722222,134.615377,2.722222,0.628205,0.346154
day_pbf_3,M11,Exponential Smoothing,B0D7VK61PM,success,,3,0.611111,83.3333,0.611111,1.833333,-0.166667
day_pbf_3,M11,Exponential Smoothing,B0D8HSZ3HG,success,,3,5.5,154.5977,5.5,0.568965,0.545977
day_pbf_3,M11,Exponential Smoothing,B0D8J44SK7,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0DB26MDYC,success,,3,0.333333,150.0,0.333333,0.5,0.5
day_pbf_3,M11,Exponential Smoothing,B0DC5Y2CFQ,success,,3,15.277778,130.0,15.277778,0.611111,0.3
day_pbf_3,M11,Exponential Smoothing,B0DC5YLJRS,success,,3,22.0,237.5,22.0,1.375,1.375
day_pbf_3,M11,Exponential Smoothing,B0DCBZNM8W,success,,3,0.444445,133.3333,0.444445,0.666667,0.333333
day_pbf_3,M11,Exponential Smoothing,B0DCP1XYK4,success,,3,1.388889,516.6667,1.388889,4.166667,4.166667
day_pbf_3,M11,Exponential Smoothing,B0DCP2WVH3,success,,3,2.888889,196.2963,2.888889,0.962963,0.962963
day_pbf_3,M11,Exponential Smoothing,B0DCVTRSYL,success,,3,1.111111,126.66666,1.111111,0.666667,0.266667
day_pbf_3,M11,Exponential Smoothing,B0DCZJKKYZ,success,,3,1.166667,108.33335,1.166667,1.75,0.083334
day_pbf_3,M11,Exponential Smoothing,B0DDXTK193,success,,3,8.888889,131.11111,8.888889,0.888889,0.311111
day_pbf_3,M11,Exponential Smoothing,B0DHCDYQVV,success,,3,1.166667,143.33332,1.166667,0.7,0.433333
day_pbf_3,M11,Exponential Smoothing,B0DHTTFSQF,success,,3,0.722222,129.16665,0.722222,0.541667,0.291667
day_pbf_3,M11,Exponential Smoothing,B0DJMQ6FB4,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0DJMQX75K,success,,3,5.111111,182.352941,5.111111,0.901961,0.823529
day_pbf_3,M11,Exponential Smoothing,B0DK14LJ9K,success,,3,1.333333,106.66668,1.333333,0.8,0.066667
day_pbf_3,M11,Exponential Smoothing,B0DK15J8C9,success,,3,2.388889,135.714286,2.388889,1.023809,0.357143
day_pbf_3,M11,Exponential Smoothing,B0DKG3TVMZ,success,,3,1.333333,150.0,1.333333,2.0,0.5
day_pbf_3,M11,Exponential Smoothing,B0DLNMRGYD,success,,3,0.777778,44.444433,0.777778,0.777778,-0.555556
day_pbf_3,M11,Exponential Smoothing,B0DM8RK8CH,success,,3,0.166667,0.0,0.166667,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0DM97W294,success,,3,0.944445,112.5,0.944445,0.708333,0.125
day_pbf_3,M11,Exponential Smoothing,B0DM98MJSS,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0DPWVZHKF,success,,3,7.777778,150.724637,7.777778,0.507246,0.507246
day_pbf_3,M11,Exponential Smoothing,B0DPWXX689,success,,3,8.611111,138.034187,8.611111,0.662393,0.380342
day_pbf_3,M11,Exponential Smoothing,B0DPYJH6WZ,success,,3,0.388889,124.99995,0.388889,0.583333,0.249999
day_pbf_3,M11,Exponential Smoothing,B0DR291RSW,success,,3,0.5,175.0,0.5,0.75,0.75
day_pbf_3,M11,Exponential Smoothing,B0DSFP2PGQ,success,,3,0.555555,100.0,0.555555,1.666666,0.0
day_pbf_3,M11,Exponential Smoothing,B0DSVFNL6H,success,,3,1.833333,107.142857,1.833333,0.785714,0.071429
day_pbf_3,M11,Exponential Smoothing,B0DT99PJPD,success,,3,1.666667,100.0,1.666667,1.666667,-0.0
day_pbf_3,M11,Exponential Smoothing,B0DXFBCP4K,success,,3,9.833333,115.432096,9.833333,1.092593,0.154321
day_pbf_3,M11,Exponential Smoothing,B0DYV6LF8B,success,,3,8.333333,225.0,8.333333,1.25,1.25
day_pbf_3,M11,Exponential Smoothing,B0DYV7F7FY,success,,3,12.888889,217.171718,12.888889,1.171717,1.171717
day_pbf_3,M11,Exponential Smoothing,B0F18RMRNM,success,,3,4.944444,122.61905,4.944444,1.059524,0.226191
day_pbf_3,M11,Exponential Smoothing,B0F1MXTY5G,success,,3,1.277778,163.888883,1.277778,0.638889,0.638889
day_pbf_3,M11,Exponential Smoothing,B0F1T6XX5W,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0F216G4LP,success,,3,1.222222,66.666667,1.222222,1.222222,-0.333333
day_pbf_3,M11,Exponential Smoothing,B0F29BPRS9,success,,3,0.555556,183.33335,0.555556,0.833333,0.833333
day_pbf_3,M11,Exponential Smoothing,B0F2FL8VTC,success,,3,2.5,101.851844,2.5,0.833333,0.018518
day_pbf_3,M11,Exponential Smoothing,B0F2SXBWND,success,,3,2.722222,76.66666,2.722222,1.633333,-0.233333
day_pbf_3,M11,Exponential Smoothing,B0F387V2TP,success,,3,2.388889,129.166675,2.388889,1.791667,0.291667
day_pbf_3,M11,Exponential Smoothing,B0F38CVQNL,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0F48124VG,success,,3,0.611111,83.3333,0.611111,1.833333,-0.166667
day_pbf_3,M11,Exponential Smoothing,B0F484FL35,success,,3,1.555556,128.571414,1.555556,0.666667,0.285714
day_pbf_3,M11,Exponential Smoothing,B0F5PM7CBH,success,,3,0.611111,83.3333,0.611111,1.833333,-0.166667
day_pbf_3,M11,Exponential Smoothing,B0F6V5H17H,success,,3,0.333333,0.0,0.333333,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0F888CXTR,success,,3,0.555556,0.0,0.555556,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0F8Z879Y3,success,,3,0.055556,0.0,0.055556,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0F93D1V91,success,,3,5.277778,146.491226,5.277778,0.833333,0.464912
day_pbf_3,M11,Exponential Smoothing,B0F99LQHP9,success,,3,0.333333,150.0,0.333333,0.5,0.5
day_pbf_3,M11,Exponential Smoothing,B0F9YKQD75,success,,3,1.055555,125.0,1.055555,0.527778,0.25
day_pbf_3,M11,Exponential Smoothing,B0FCSCBJGB,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0FDQS6NY4,success,,3,1.888889,172.222217,1.888889,0.944445,0.722222
day_pbf_3,M11,Exponential Smoothing,B0FFMV6VR2,success,,3,0.555555,100.0,0.555555,1.666666,0.0
day_pbf_3,M11,Exponential Smoothing,B0FFSZ4MGN,success,,3,0.5,50.0,0.5,0.5,-0.5
day_pbf_3,M11,Exponential Smoothing,B0FG7LXJCL,success,,3,1.166667,72.2222,1.166667,1.166667,-0.277778
day_pbf_3,M11,Exponential Smoothing,B0FG7M4HR5,success,,3,1.166667,141.666667,1.166667,0.583333,0.416667
day_pbf_3,M11,Exponential Smoothing,B0FG7RTH25,success,,3,1.166666,136.66666,1.166666,0.7,0.366667
day_pbf_3,M11,Exponential Smoothing,B0FG88HKMG,success,,3,1.111111,183.33335,1.111111,1.666667,0.833333
day_pbf_3,M11,Exponential Smoothing,B0FG88HSWH,success,,3,0.388889,0.0,0.388889,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0FG88ZKR1,success,,3,1.444444,91.666675,1.444444,1.083333,-0.083333
day_pbf_3,M11,Exponential Smoothing,B0FG8CKTG9,success,,3,1.555556,119.047614,1.555556,0.666667,0.190476
day_pbf_3,M11,Exponential Smoothing,B0FHV8LP6S,success,,3,0.055556,0.0,0.055556,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0FHVLLTF6,success,,3,1.111111,108.333325,1.111111,0.833333,0.083333
day_pbf_3,M11,Exponential Smoothing,B0FHVT4MNF,success,,3,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0FJFNH72W,success,,3,1.333333,66.66665,1.333333,1.0,-0.333333
day_pbf_3,M11,Exponential Smoothing,B0FL7P8Q9L,success,,3,0.5,0.0,0.5,0.0,0.0
day_pbf_3,M11,Exponential Smoothing,B0FLJSHSFS,success,,3,2.666667,79.166675,2.666667,1.0,-0.208333
day_pbf_3,M11,Exponential Smoothing,B0FLJZZWLZ,success,,3,1.222222,150.000017,1.222222,0.611111,0.5
day_pbf_3,M11,Exponential Smoothing,B0FMDX4JNH,success,,3,0.5,50.0,0.5,1.5,-0.5
day_pbf_3,M11,Exponential Smoothing,B0FN3GPQPP,success,,3,0.722222,250.0,0.722222,2.166666,1.5
day_pbf_3,M11,Exponential Smoothing,B0FNM7DK96,success,,3,2.833334,127.77778,2.833334,0.566667,0.277778
day_pbf_3,M11,Exponential Smoothing,B0FNRM3Z2W,success,,3,1.833333,374.99995,1.833333,2.75,2.75
day_pbf_3,M11,Exponential Smoothing,B0FNRNDRSN,success,,3,6.833333,123.148144,6.833333,1.138889,0.231481
day_pbf_3,M11,Exponential Smoothing,B0FP93ZF8L,success,,3,3.0,112.121218,3.0,0.818182,0.121212
day_pbf_3,M11,Exponential Smoothing,B0FP94W8PZ,success,,3,5.944444,112.22222,5.944444,1.188889,0.122222
day_pbf_3,M11,Exponential Smoothing,B0FPRBWP9V,success,,3,0.944444,170.833325,0.944444,0.708333,0.708333
day_pbf_3,M11,Exponential Smoothing,B0FRDKYSB6,success,,3,1.666667,200.0,1.666667,1.666667,1.0
day_pbf_3,M11,Exponential Smoothing,B0FRFFPLG7,success,,3,3.666667,74.074067,3.666667,1.222222,-0.259259
day_pbf_3,M11,Exponential Smoothing,B0FVKMRJTQ,success,,3,0.555555,100.0,0.555555,1.666666,0.0
day_pbf_3,M11,Exponential Smoothing,B0FXL8R4RS,success,,3,1.222222,113.33334,1.222222,0.733333,0.133333
day_pbf_3,M11,Exponential Smoothing,B0FXL96HWM,success,,3,2.111111,120.0,2.111111,1.266667,0.2
day_pbf_3,M11,Exponential Smoothing,B0G3PMF8HY,success,,3,1.166666,145.833325,1.166666,0.875,0.458333
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B09L62YVGX,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B09RV49DW5,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B09RVVQWD2,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B18XTX3L,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B1C64GGG,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B8MWQZ1T,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B8MZZ37D,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B9GN2P4L,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B9RY9YMC,success,,3,8.653322,165.860567,8.653322,0.66564,0.658606
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B9Y3YL58,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0B9Y4DL4B,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0BG89GBDF,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0BGHMLJYD,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0BJ1JKY1T,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0BJ1JW6PY,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0BJ1NZV67,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0BZYCBP3C,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0BZYD5VVL,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0C1G82F7Z,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0C1GNZHF7,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0C4XXMZVZ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0C9GP9ZYC,success,,3,4.090723,187.65835,4.090723,0.876583,0.876583
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CDWJS9J6,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CDWL5QCF,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CG5X113C,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CGL9G1S7,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CH2TV8FC,success,,3,8.368405,119.22249,8.368405,0.492259,0.192225
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CHMCHP2W,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CJLR2RRC,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CNC1P8D7,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CNKHTGHX,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CNQR8JS1,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CNQSGKD3,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CNQVNDVZ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CPPGCN8X,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CQP4SZWF,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CRH28P3Z,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CWL5CY6S,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CWLBNHQJ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CYSWN5DJ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CYSZBGQZ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0CZ6X8KKY,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D1K7KT6S,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D1TMJ778,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D1TQ9SX3,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D1TST78J,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D1TVCZ1B,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D41179DF,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D6YW956F,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D6Z39PJ9,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D7VK61PM,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D8HSZ3HG,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0D8J44SK7,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DB26MDYC,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DC5Y2CFQ,success,,3,14.934914,95.329532,14.934914,0.597397,-0.046705
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DC5YLJRS,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DCBZNM8W,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DCP1XYK4,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DCP2WVH3,success,,3,9.258408,408.613589,9.258408,3.086136,3.086136
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DCVTRSYL,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DCZJKKYZ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DDXTK193,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DHCDYQVV,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DHTTFSQF,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DJMQ6FB4,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DJMQX75K,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DK14LJ9K,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DK15J8C9,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DKG3TVMZ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DLNMRGYD,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DM8RK8CH,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DM97W294,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DM98MJSS,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DPWVZHKF,success,,3,8.388487,118.72455,8.388487,0.547075,0.187245
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DPWXX689,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DPYJH6WZ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DR291RSW,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DSFP2PGQ,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DSVFNL6H,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DT99PJPD,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DXFBCP4K,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DYV6LF8B,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0DYV7F7FY,success,,3,26.666141,342.419461,26.666141,2.424195,2.424195
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F18RMRNM,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F1MXTY5G,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F1T6XX5W,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F216G4LP,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F29BPRS9,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F2FL8VTC,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F2SXBWND,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F387V2TP,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
day_pbf_3,M12,Exponential Smoothing with Trend and Seasonality,B0F38CVQNL,not_applicable,non_positive_series_for_multiplicative_seasonality,0,0.0,0.0,0.0,0.0,0.0
